,date,tank,speaker,treatment,settled,cup_position,spl,low_freq,mid_freq,high_freq,aci,adi,aei,larvae_cup
92.5,7-Mar,3,1,no sound,0,5,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
931,7-Mar,3,1,no sound,0,3,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
93.11,7-Mar,3,1,no sound,0,3,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
93.2,7-Mar,3,1,no sound,0,3,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
93.3,7-Mar,3,1,no sound,0,3,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
93.4,7-Mar,3,1,no sound,0,3,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
93.5,7-Mar,3,1,no sound,0,3,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
93.6,7-Mar,3,1,no sound,0,3,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
93.7,7-Mar,3,1,no sound,0,3,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
941,7-Mar,3,1,no sound,0,1,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
94.11,7-Mar,3,1,no sound,0,1,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
94.2,7-Mar,3,1,no sound,0,1,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
94.3,7-Mar,3,1,no sound,0,1,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
94.4,7-Mar,3,1,no sound,0,1,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
94.5,7-Mar,3,1,no sound,0,1,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
94.6,7-Mar,3,1,no sound,0,1,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
95,7-Mar,3,0,no sound,0,4,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
95.1,7-Mar,3,0,no sound,0,4,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
95.2,7-Mar,3,0,no sound,0,4,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
95.3,7-Mar,3,0,no sound,0,4,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
95.4,7-Mar,3,0,no sound,0,4,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
95.5,7-Mar,3,0,no sound,0,4,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
95.6,7-Mar,3,0,no sound,0,4,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
95.7,7-Mar,3,0,no sound,0,4,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
961,7-Mar,4,2,off reef,0,5,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
96.11,7-Mar,4,2,off reef,0,5,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
96.21,7-Mar,4,2,off reef,0,5,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
96.3,7-Mar,4,2,off reef,0,5,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
96.4,7-Mar,4,2,off reef,0,5,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
96.5,7-Mar,4,2,off reef,0,5,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
96.6,7-Mar,4,2,off reef,0,5,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
971,7-Mar,4,2,off reef,0,1,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
97.11,7-Mar,4,2,off reef,0,1,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
97.21,7-Mar,4,2,off reef,0,1,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
97.31,7-Mar,4,2,off reef,0,1,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
981,7-Mar,4,2,off reef,0,2,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
98.11,7-Mar,4,2,off reef,0,2,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
98.21,7-Mar,4,2,off reef,0,2,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
98.3,7-Mar,4,2,off reef,0,2,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
98.4,7-Mar,4,2,off reef,0,2,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
98.5,7-Mar,4,2,off reef,0,2,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
991,7-Mar,4,2,off reef,0,3,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
99.11,7-Mar,4,2,off reef,0,3,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
99.21,7-Mar,4,2,off reef,0,3,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
99.3,7-Mar,4,2,off reef,0,3,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
99.4,7-Mar,4,2,off reef,0,3,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
99.5,7-Mar,4,2,off reef,0,3,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
1001,7-Mar,4,2,off reef,0,4,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
100.11,7-Mar,4,2,off reef,0,4,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
100.21,7-Mar,4,2,off reef,0,4,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
100.3,7-Mar,4,2,off reef,0,4,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
100.4,7-Mar,4,2,off reef,0,4,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
100.5,7-Mar,4,2,off reef,0,4,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
